chr_LREC244_0v0	0	50	GC.w50	0.460000
chr_LREC244_0v0	50	100	GC.w50	0.440000
chr_LREC244_0v0	100	150	GC.w50	0.520000
chr_LREC244_0v0	150	200	GC.w50	0.440000
chr_LREC244_0v0	200	250	GC.w50	0.480000
chr_LREC244_0v0	250	300	GC.w50	0.500000
chr_LREC244_0v0	300	350	GC.w50	0.520000
chr_LREC244_0v0	350	400	GC.w50	0.540000
chr_LREC244_0v0	400	450	GC.w50	0.520000
chr_LREC244_0v0	450	500	GC.w50	0.500000
chr_LREC244_0v0	500	550	GC.w50	0.420000
chr_LREC244_0v0	550	600	GC.w50	0.440000
chr_LREC244_0v0	600	650	GC.w50	0.440000
chr_LREC244_0v0	650	700	GC.w50	0.500000
chr_LREC244_0v0	700	750	GC.w50	0.440000
chr_LREC244_0v0	750	800	GC.w50	0.540000
chr_LREC244_0v0	800	850	GC.w50	0.400000
chr_LREC244_0v0	850	900	GC.w50	0.420000
chr_LREC244_0v0	900	950	GC.w50	0.460000
chr_LREC244_0v0	950	1000	GC.w50	0.400000
chr_LREC244_0v0	1000	1050	GC.w50	0.400000
chr_LREC244_0v0	1050	1100	GC.w50	0.520000
chr_LREC244_0v0	1100	1150	GC.w50	0.520000
chr_LREC244_0v0	1150	1200	GC.w50	0.480000
chr_LREC244_0v0	1200	1250	GC.w50	0.460000
chr_LREC244_0v0	1250	1300	GC.w50	0.460000
chr_LREC244_0v0	1300	1350	GC.w50	0.520000
chr_LREC244_0v0	1350	1400	GC.w50	0.340000
chr_LREC244_0v0	1400	1450	GC.w50	0.420000
chr_LREC244_0v0	1450	1500	GC.w50	0.460000
chr_LREC244_0v0	1500	1550	GC.w50	0.420000
chr_LREC244_0v0	1550	1600	GC.w50	0.400000
chr_LREC244_0v0	1600	1650	GC.w50	0.420000
chr_LREC244_0v0	1650	1700	GC.w50	0.500000
chr_LREC244_0v0	1700	1750	GC.w50	0.520000
chr_LREC244_0v0	1750	1800	GC.w50	0.620000
chr_LREC244_0v0	1800	1850	GC.w50	0.380000
chr_LREC244_0v0	1850	1900	GC.w50	0.420000
chr_LREC244_0v0	1900	1950	GC.w50	0.300000
chr_LREC244_0v0	1950	2000	GC.w50	0.480000
chr_LREC244_0v0	2000	2050	GC.w50	0.500000
chr_LREC244_0v0	2050	2100	GC.w50	0.480000
chr_LREC244_0v0	2100	2150	GC.w50	0.580000
chr_LREC244_0v0	2150	2200	GC.w50	0.540000
chr_LREC244_0v0	2200	2250	GC.w50	0.500000
chr_LREC244_0v0	2250	2300	GC.w50	0.400000
chr_LREC244_0v0	2300	2350	GC.w50	0.320000
chr_LREC244_0v0	2350	2400	GC.w50	0.380000
chr_LREC244_0v0	2400	2450	GC.w50	0.400000
chr_LREC244_0v0	2450	2500	GC.w50	0.360000
chr_LREC244_0v0	2500	2550	GC.w50	0.540000
chr_LREC244_0v0	2550	2600	GC.w50	0.400000
chr_LREC244_0v0	2600	2650	GC.w50	0.520000
chr_LREC244_0v0	2650	2700	GC.w50	0.480000
chr_LREC244_0v0	2700	2750	GC.w50	0.400000
chr_LREC244_0v0	2750	2800	GC.w50	0.480000
chr_LREC244_0v0	2800	2850	GC.w50	0.340000
chr_LREC244_0v0	2850	2900	GC.w50	0.400000
chr_LREC244_0v0	2900	2950	GC.w50	0.440000
chr_LREC244_0v0	2950	3000	GC.w50	0.340000
chr_LREC244_0v0	3000	3050	GC.w50	0.480000
chr_LREC244_0v0	3050	3100	GC.w50	0.340000
chr_LREC244_0v0	3100	3150	GC.w50	0.380000
chr_LREC244_0v0	3150	3200	GC.w50	0.460000
chr_LREC244_0v0	3200	3250	GC.w50	0.420000
chr_LREC244_0v0	3250	3300	GC.w50	0.420000
chr_LREC244_0v0	3300	3350	GC.w50	0.636364
chr_LREC244_0v0	3350	3400	GC.w50	0.000000
chr_LREC244_0v0	3400	3450	GC.w50	0.705882
chr_LREC244_0v0	3450	3500	GC.w50	0.540000
chr_LREC244_0v0	3500	3550	GC.w50	0.380000
chr_LREC244_0v0	3550	3600	GC.w50	0.400000
chr_LREC244_0v0	3600	3650	GC.w50	0.360000
chr_LREC244_0v0	3650	3700	GC.w50	0.400000
chr_LREC244_0v0	3700	3750	GC.w50	0.420000
chr_LREC244_0v0	3750	3800	GC.w50	0.360000
